prlName,prlTransferDateValidFrom,prlTransferDirection,prlTransferKind,cmpLongName,prlTransferredInterest,prlTransferSdfi,prlNpdidLicence,cmpNpdidCompany,prlTransferDateUpdated,dateSyncNPD
355,2006-01-26,FROM,CHANGE OF COMPANY NAME,Maersk Oil Norway AS (old1),40.00000,NULL,3812175,2824954,9999-12-31,2013-05-08
355,2006-01-26,TO,CHANGE OF COMPANY NAME,Maersk Oil Exploration Norway AS,40.00000,NULL,3812175,3960933,9999-12-31,2013-05-08
356,2012-01-01,FROM,TRANSFER,Det norske oljeselskap ASA,10.00000,NULL,3810275,17342870,9999-12-31,2013-05-08
356,2012-01-01,TO,TRANSFER,Petrolia Norway AS,10.00000,NULL,3810275,21593704,9999-12-31,2013-05-08
356,2010-01-01,FROM,TRANSFER,Det norske oljeselskap ASA,40.00000,NULL,3810275,17342870,9999-12-31,2013-05-08
356,2010-01-01,TO,TRANSFER,Repsol Exploration Norge AS,40.00000,NULL,3810275,17237506,9999-12-31,2013-05-08
356,2009-12-22,FROM,MERGER/TAKEOVER,Det norske oljeselskap ASA (old),100.00000,NULL,3810275,4539989,9999-12-31,2013-05-08
356,2009-12-22,TO,MERGER/TAKEOVER,Det norske oljeselskap ASA,100.00000,NULL,3810275,17342870,9999-12-31,2013-05-08
356,2008-01-01,FROM,CHANGE OF COMPANY NAME,Noil Energy ASA,50.00000,NULL,3810275,4539976,9999-12-31,2013-05-08
356,2008-01-01,TO,CHANGE OF COMPANY NAME,Det norske oljeselskap ASA (old),50.00000,NULL,3810275,4539989,9999-12-31,2013-05-08
356,2007-11-16,FROM,CHANGE OF COMPANY NAME,Pertra ASA,50.00000,NULL,3810275,3964368,9999-12-31,2013-05-08
356,2007-11-16,FROM,CHANGE OF COMPANY NAME,Det Norske Oljeselskap ASA (old),50.00000,NULL,3810275,4468177,9999-12-31,2013-05-08
356,2007-11-16,TO,CHANGE OF COMPANY NAME,Noil Energy ASA,50.00000,NULL,3810275,4539976,9999-12-31,2013-05-08
356,2007-11-16,TO,CHANGE OF COMPANY NAME,Det norske oljeselskap ASA (old),50.00000,NULL,3810275,4539989,9999-12-31,2013-05-08
356,2007-06-20,FROM,CHANGE OF COMPANY NAME,Det Norske Oljeselskap AS,50.00000,NULL,3810275,1340609,9999-12-31,2013-05-08
356,2007-06-20,TO,CHANGE OF COMPANY NAME,Det Norske Oljeselskap ASA (old),50.00000,NULL,3810275,4468177,9999-12-31,2013-05-08
356,2006-03-01,FROM,CHANGE OF COMPANY NAME,Pertra AS,50.00000,NULL,3810275,3425724,9999-12-31,2013-05-08
356,2006-03-01,TO,CHANGE OF COMPANY NAME,Pertra ASA,50.00000,NULL,3810275,3964368,9999-12-31,2013-05-08
357,2006-09-07,FROM,TRANSFER,Talisman Resources Norge AS,50.00000,NULL,3810310,3987574,9999-12-31,2013-05-08
357,2006-09-07,TO,TRANSFER,Talisman Energy Norge AS,50.00000,NULL,3810310,2425093,9999-12-31,2013-05-08
357,2006-09-06,FROM,CHANGE OF COMPANY NAME,DONG Norge AS,50.00000,NULL,3810310,1853083,9999-12-31,2013-05-08
357,2006-09-06,TO,CHANGE OF COMPANY NAME,DONG E&P Norge AS,50.00000,NULL,3810310,4070011,9999-12-31,2013-05-08
357,2006-03-22,FROM,CHANGE OF COMPANY NAME,Paladin Resources Norge AS,50.00000,NULL,3810310,1577943,9999-12-31,2013-05-08
357,2006-03-22,TO,CHANGE OF COMPANY NAME,Talisman Resources Norge AS,50.00000,NULL,3810310,3987574,9999-12-31,2013-05-08
358,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,70.00000,NULL,3810338,4511658,9999-12-31,2013-05-08
358,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,70.00000,NULL,3810338,17237817,9999-12-31,2013-05-08
358,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,70.00000,NULL,3810338,4511854,9999-12-31,2013-05-08
358,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,70.00000,NULL,3810338,4511658,9999-12-31,2013-05-08
358,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),70.00000,NULL,3810338,1622484,9999-12-31,2013-05-08
358,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,70.00000,NULL,3810338,4511854,9999-12-31,2013-05-08
359,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,30.00000,NULL,3810373,4511658,9999-12-31,2013-05-08
359,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,30.00000,NULL,3810373,17237817,9999-12-31,2013-05-08
359,2009-01-01,FROM,TRANSFER,Lundin Norway AS,30.00000,NULL,3810373,2767314,9999-12-31,2013-05-08
359,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,30.00000,NULL,3810373,4511658,9999-12-31,2013-05-08
360,2012-12-31,FROM,TRANSFER,Norwegian Energy Company ASA,15.00000,NULL,3810387,4530695,9999-12-31,2013-05-08
360,2012-12-31,TO,TRANSFER,Noreco Norway AS,15.00000,NULL,3810387,22223020,9999-12-31,2013-05-08
360,2012-03-24,FROM,CHANGE OF COMPANY NAME,Wintershall Norge ASA,15.00000,NULL,3810387,5442509,9999-12-31,2013-05-08
360,2012-03-24,TO,CHANGE OF COMPANY NAME,Wintershall Norge AS,15.00000,NULL,3810387,21666830,9999-12-31,2013-05-08
360,2010-01-01,FROM,TRANSFER,Altinex Oil Norway AS,15.00000,NULL,3810387,4446230,9999-12-31,2013-05-08
360,2010-01-01,TO,TRANSFER,Norwegian Energy Company ASA,15.00000,NULL,3810387,4530695,9999-12-31,2013-05-08
360,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,50.00000,NULL,3810387,4511658,9999-12-31,2013-05-08
360,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,50.00000,NULL,3810387,17237817,9999-12-31,2013-05-08
360,2009-01-18,FROM,TRANSFER,StatoilHydro ASA,50.00000,NULL,3810387,4511854,9999-12-31,2013-05-08
360,2009-01-18,TO,TRANSFER,StatoilHydro Petroleum AS,50.00000,NULL,3810387,4511658,9999-12-31,2013-05-08
360,2009-01-17,FROM,CHANGE OF COMPANY NAME,Revus Energy ASA,15.00000,NULL,3810387,3431773,9999-12-31,2013-05-08
360,2009-01-17,TO,CHANGE OF COMPANY NAME,Wintershall Norge ASA,15.00000,NULL,3810387,5442509,9999-12-31,2013-05-08
360,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),50.00000,NULL,3810387,1622484,9999-12-31,2013-05-08
360,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,50.00000,NULL,3810387,4511854,9999-12-31,2013-05-08
360,2006-11-28,FROM,CHANGE OF COMPANY NAME,Altinex Oil AS,15.00000,NULL,3810387,2835200,9999-12-31,2013-05-08
360,2006-11-28,TO,CHANGE OF COMPANY NAME,Altinex Oil Norway AS,15.00000,NULL,3810387,4446230,9999-12-31,2013-05-08
360,2006-09-06,FROM,CHANGE OF COMPANY NAME,DONG Norge AS,20.00000,NULL,3810387,1853083,9999-12-31,2013-05-08
360,2006-09-06,TO,CHANGE OF COMPANY NAME,DONG E&P Norge AS,20.00000,NULL,3810387,4070011,9999-12-31,2013-05-08
360 B,2012-12-31,FROM,TRANSFER,Norwegian Energy Company ASA,15.00000,NULL,20107847,4530695,9999-12-31,2013-05-08
360 B,2012-12-31,TO,TRANSFER,Noreco Norway AS,15.00000,NULL,20107847,22223020,9999-12-31,2013-05-08
360 B,2012-03-24,FROM,CHANGE OF COMPANY NAME,Wintershall Norge ASA,15.00000,NULL,20107847,5442509,9999-12-31,2013-05-08
360 B,2012-03-24,TO,CHANGE OF COMPANY NAME,Wintershall Norge AS,15.00000,NULL,20107847,21666830,9999-12-31,2013-05-08
361,2009-01-17,FROM,CHANGE OF COMPANY NAME,Revus Energy ASA,30.00000,NULL,3810510,3431773,9999-12-31,2013-05-08
361,2009-01-17,TO,CHANGE OF COMPANY NAME,Wintershall Norge ASA,30.00000,NULL,3810510,5442509,9999-12-31,2013-05-08
361,2006-11-28,FROM,CHANGE OF COMPANY NAME,Altinex Oil AS,30.00000,NULL,3810510,2835200,9999-12-31,2013-05-08
361,2006-11-28,TO,CHANGE OF COMPANY NAME,Altinex Oil Norway AS,30.00000,NULL,3810510,4446230,9999-12-31,2013-05-08
361,2006-03-23,FROM,TRANSFER,Talisman Resources Norge AS,40.00000,NULL,3810510,3987574,9999-12-31,2013-05-08
361,2006-03-23,TO,TRANSFER,Talisman Energy Norge AS,40.00000,NULL,3810510,2425093,9999-12-31,2013-05-08
361,2006-03-22,FROM,CHANGE OF COMPANY NAME,Paladin Resources Norge AS,40.00000,NULL,3810510,1577943,9999-12-31,2013-05-08
361,2006-03-22,TO,CHANGE OF COMPANY NAME,Talisman Resources Norge AS,40.00000,NULL,3810510,3987574,9999-12-31,2013-05-08
362,2012-04-30,FROM,TRANSFER,Statoil Petroleum AS,50.00000,NULL,3810565,17237817,9999-12-31,2013-05-08
362,2012-04-30,TO,TRANSFER,Centrica Resources (Norge) AS,50.00000,NULL,3810565,4238233,9999-12-31,2013-05-08
362,2009-12-22,FROM,MERGER/TAKEOVER,Det norske oljeselskap ASA (old),15.00000,NULL,3810565,4539989,9999-12-31,2013-05-08
362,2009-12-22,TO,MERGER/TAKEOVER,Det norske oljeselskap ASA,15.00000,NULL,3810565,17342870,9999-12-31,2013-05-08
362,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,50.00000,NULL,3810565,4511658,9999-12-31,2013-05-08
362,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,50.00000,NULL,3810565,17237817,9999-12-31,2013-05-08
362,2008-01-02,FROM,TRANSFER,Det norske oljeselskap ASA (old),10.00000,NULL,3810565,4539989,9999-12-31,2013-05-08
362,2008-01-02,TO,TRANSFER,Dana Petroleum Norway AS,10.00000,NULL,3810565,4526555,9999-12-31,2013-05-08
362,2008-01-01,FROM,CHANGE OF COMPANY NAME,Noil Energy ASA,25.00000,NULL,3810565,4539976,9999-12-31,2013-05-08
362,2008-01-01,TO,CHANGE OF COMPANY NAME,Det norske oljeselskap ASA (old),25.00000,NULL,3810565,4539989,9999-12-31,2013-05-08
362,2007-11-16,FROM,CHANGE OF COMPANY NAME,Det Norske Oljeselskap ASA (old),25.00000,NULL,3810565,4468177,9999-12-31,2013-05-08
362,2007-11-16,TO,CHANGE OF COMPANY NAME,Noil Energy ASA,25.00000,NULL,3810565,4539976,9999-12-31,2013-05-08
362,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,50.00000,NULL,3810565,4524355,9999-12-31,2013-05-08
362,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,50.00000,NULL,3810565,4511658,9999-12-31,2013-05-08
362,2007-06-20,FROM,CHANGE OF COMPANY NAME,Det Norske Oljeselskap AS,25.00000,NULL,3810565,1340609,9999-12-31,2013-05-08
362,2007-06-20,TO,CHANGE OF COMPANY NAME,Det Norske Oljeselskap ASA (old),25.00000,NULL,3810565,4468177,9999-12-31,2013-05-08
362,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,50.00000,NULL,3810565,430,9999-12-31,2013-05-08
362,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,50.00000,NULL,3810565,4524355,9999-12-31,2013-05-08
362,2006-01-07,FROM,TRANSFER,Norsk Hydro Produksjon AS,50.00000,NULL,3810565,430,9999-12-31,2013-05-08
362,2006-01-07,TO,TRANSFER,Det Norske Oljeselskap AS,25.00000,NULL,3810565,1340609,9999-12-31,2013-05-08
362,2006-01-07,TO,TRANSFER,Svenska Petroleum Exploration AS,25.00000,NULL,3810565,738,9999-12-31,2013-05-08
363,2009-10-01,FROM,CHANGE OF COMPANY NAME,VNG Norge (Operations) AS,40.00000,NULL,3810598,5497155,9999-12-31,2013-05-08
363,2009-10-01,TO,CHANGE OF COMPANY NAME,VNG Norge AS,40.00000,NULL,3810598,17237193,9999-12-31,2013-05-08
363,2009-07-01,FROM,TRANSFER,Lundin Norway AS,15.00000,NULL,3810598,2767314,9999-12-31,2013-05-08
363,2009-07-01,TO,TRANSFER,Centrica Resources (Norge) AS,15.00000,NULL,3810598,4238233,9999-12-31,2013-05-08
363,2009-05-26,FROM,CHANGE OF COMPANY NAME,Endeavour Energy Norge AS,40.00000,NULL,3810598,3113213,9999-12-31,2013-05-08
363,2009-05-26,TO,CHANGE OF COMPANY NAME,VNG Norge (Operations) AS,40.00000,NULL,3810598,5497155,9999-12-31,2013-05-08
364,2009-12-22,FROM,MERGER/TAKEOVER,Det norske oljeselskap ASA (old),50.00000,NULL,3810636,4539989,9999-12-31,2013-05-08
364,2009-12-22,TO,MERGER/TAKEOVER,Det norske oljeselskap ASA,50.00000,NULL,3810636,17342870,9999-12-31,2013-05-08
364,2007-11-16,FROM,CHANGE OF COMPANY NAME,Pertra ASA,50.00000,NULL,3810636,3964368,9999-12-31,2013-05-08
364,2007-11-16,TO,CHANGE OF COMPANY NAME,Det norske oljeselskap ASA (old),50.00000,NULL,3810636,4539989,9999-12-31,2013-05-08
364,2006-03-01,FROM,CHANGE OF COMPANY NAME,Pertra AS,50.00000,NULL,3810636,3425724,9999-12-31,2013-05-08
364,2006-03-01,TO,CHANGE OF COMPANY NAME,Pertra ASA,50.00000,NULL,3810636,3964368,9999-12-31,2013-05-08
365,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,50.00000,NULL,3810693,4524355,9999-12-31,2013-05-08
365,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,50.00000,NULL,3810693,4511658,9999-12-31,2013-05-08
365,2007-09-25,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,50.00000,NULL,3810693,430,9999-12-31,2013-05-08
365,2007-09-25,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,50.00000,NULL,3810693,4524355,9999-12-31,2013-05-08
365,2006-01-07,FROM,CHANGE OF COMPANY NAME,Petro-Canada UK Limited,30.00000,NULL,3810693,3437846,9999-12-31,2013-05-08
365,2006-01-07,TO,CHANGE OF COMPANY NAME,Petro-Canada Norge AS,30.00000,NULL,3810693,3960945,9999-12-31,2013-05-08
366,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,100.00000,NULL,3810756,4524355,9999-12-31,2013-05-08
366,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,100.00000,NULL,3810756,4511658,9999-12-31,2013-05-08
366,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,100.00000,NULL,3810756,430,9999-12-31,2013-05-08
366,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,100.00000,NULL,3810756,4524355,9999-12-31,2013-05-08
367 S,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,100.00000,NULL,3810797,4524355,9999-12-31,2013-05-08
367 S,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,100.00000,NULL,3810797,4511658,9999-12-31,2013-05-08
367 S,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,100.00000,NULL,3810797,430,9999-12-31,2013-05-08
367 S,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,100.00000,NULL,3810797,4524355,9999-12-31,2013-05-08
369,2010-04-08,FROM,TRANSFER,Petro-Canada Norge AS,20.00000,NULL,3810875,3960945,9999-12-31,2013-05-08
369,2010-04-08,TO,TRANSFER,Wintershall Norge ASA,20.00000,NULL,3810875,5442509,9999-12-31,2013-05-08
369,2009-12-22,FROM,MERGER/TAKEOVER,Det norske oljeselskap ASA (old),20.00000,NULL,3810875,4539989,9999-12-31,2013-05-08
369,2009-12-22,TO,MERGER/TAKEOVER,Det norske oljeselskap ASA,20.00000,NULL,3810875,17342870,9999-12-31,2013-05-08
369,2009-10-01,FROM,TRANSFER,Talisman Energy Norge AS,40.00000,NULL,3810875,2425093,9999-12-31,2013-05-08
369,2009-10-01,TO,TRANSFER,Det norske oljeselskap ASA,40.00000,NULL,3810875,17342870,9999-12-31,2013-05-08
369,2009-01-17,FROM,CHANGE OF COMPANY NAME,Revus Energy ASA,20.00000,NULL,3810875,3431773,9999-12-31,2013-05-08
369,2009-01-17,TO,CHANGE OF COMPANY NAME,Wintershall Norge ASA,20.00000,NULL,3810875,5442509,9999-12-31,2013-05-08
369,2008-01-01,FROM,CHANGE OF COMPANY NAME,Noil Energy ASA,20.00000,NULL,3810875,4539976,9999-12-31,2013-05-08
369,2008-01-01,TO,CHANGE OF COMPANY NAME,Det norske oljeselskap ASA (old),20.00000,NULL,3810875,4539989,9999-12-31,2013-05-08
369,2007-11-16,FROM,CHANGE OF COMPANY NAME,Det Norske Oljeselskap ASA (old),20.00000,NULL,3810875,4468177,9999-12-31,2013-05-08
369,2007-11-16,TO,CHANGE OF COMPANY NAME,Noil Energy ASA,20.00000,NULL,3810875,4539976,9999-12-31,2013-05-08
369,2007-06-20,FROM,CHANGE OF COMPANY NAME,Det Norske Oljeselskap AS,20.00000,NULL,3810875,1340609,9999-12-31,2013-05-08
369,2007-06-20,TO,CHANGE OF COMPANY NAME,Det Norske Oljeselskap ASA (old),20.00000,NULL,3810875,4468177,9999-12-31,2013-05-08
369,2006-01-07,FROM,CHANGE OF COMPANY NAME,Petro-Canada UK Limited,20.00000,NULL,3810875,3437846,9999-12-31,2013-05-08
369,2006-01-07,TO,CHANGE OF COMPANY NAME,Petro-Canada Norge AS,20.00000,NULL,3810875,3960945,9999-12-31,2013-05-08
370,2013-04-20,FROM,CHANGE OF COMPANY NAME,Agora Oil & Gas AS,30.00000,NULL,3810959,18386322,9999-12-31,2013-05-08
370,2013-04-20,TO,CHANGE OF COMPANY NAME,Capricorn Norge AS,30.00000,NULL,3810959,23297570,9999-12-31,2013-05-08
370,2012-03-24,FROM,CHANGE OF COMPANY NAME,Wintershall Norge ASA,40.00000,NULL,3810959,5442509,9999-12-31,2013-05-08
370,2012-03-24,TO,CHANGE OF COMPANY NAME,Wintershall Norge AS,40.00000,NULL,3810959,21666830,9999-12-31,2013-05-08
370,2011-07-31,FROM,TRANSFER,Wintershall Norge ASA,10.00000,NULL,3810959,5442509,9999-12-31,2013-05-08
370,2011-07-31,TO,TRANSFER,North Energy ASA,10.00000,NULL,3810959,18082156,9999-12-31,2013-05-08
370,2010-09-30,FROM,TRANSFER,Wintershall Norge ASA,40.00000,NULL,3810959,5442509,9999-12-31,2013-05-08
370,2010-09-30,TO,TRANSFER,Concedo ASA,10.00000,NULL,3810959,4460794,9999-12-31,2013-05-08
370,2010-09-30,TO,TRANSFER,Agora Oil & Gas AS,30.00000,NULL,3810959,18386322,9999-12-31,2013-05-08
370,2010-07-01,FROM,TRANSFER,A/S Norske Shell,10.00000,NULL,3810959,562,9999-12-31,2013-05-08
370,2010-07-01,TO,TRANSFER,Wintershall Norge ASA,10.00000,NULL,3810959,5442509,9999-12-31,2013-05-08
370,2009-07-01,FROM,TRANSFER,Wintershall Norge ASA,10.00000,NULL,3810959,5442509,9999-12-31,2013-05-08
370,2009-07-01,TO,TRANSFER,A/S Norske Shell,10.00000,NULL,3810959,562,9999-12-31,2013-05-08
370,2009-01-17,FROM,CHANGE OF COMPANY NAME,Revus Energy ASA,30.00000,NULL,3810959,3431773,9999-12-31,2013-05-08
370,2009-01-17,TO,CHANGE OF COMPANY NAME,Wintershall Norge ASA,30.00000,NULL,3810959,5442509,9999-12-31,2013-05-08
370,2009-01-03,FROM,TRANSFER,Wintershall Norge ASA,10.00000,NULL,3810959,5442509,9999-12-31,2013-05-08
370,2009-01-03,TO,TRANSFER,Concedo ASA,10.00000,NULL,3810959,4460794,9999-12-31,2013-05-08
370,2009-01-01,FROM,TRANSFER,Petro-Canada Norge AS,70.00000,NULL,3810959,3960945,9999-12-31,2013-05-08
370,2009-01-01,TO,TRANSFER,Wintershall Norge ASA,70.00000,NULL,3810959,5442509,9999-12-31,2013-05-08
370,2006-03-21,FROM,CHANGE OF COMPANY NAME,Petro-Canada UK Limited,70.00000,NULL,3810959,3437846,9999-12-31,2013-05-08
370,2006-03-21,TO,CHANGE OF COMPANY NAME,Petro-Canada Norge AS,70.00000,NULL,3810959,3960945,9999-12-31,2013-05-08
370 B,2013-04-20,FROM,CHANGE OF COMPANY NAME,Agora Oil & Gas AS,30.00000,NULL,20108642,18386322,9999-12-31,2013-05-08
370 B,2013-04-20,TO,CHANGE OF COMPANY NAME,Capricorn Norge AS,30.00000,NULL,20108642,23297570,9999-12-31,2013-05-08
370 B,2012-03-24,FROM,CHANGE OF COMPANY NAME,Wintershall Norge ASA,40.00000,NULL,20108642,5442509,9999-12-31,2013-05-08
370 B,2012-03-24,TO,CHANGE OF COMPANY NAME,Wintershall Norge AS,40.00000,NULL,20108642,21666830,9999-12-31,2013-05-08
370 B,2011-07-31,FROM,TRANSFER,Wintershall Norge ASA,10.00000,NULL,20108642,5442509,9999-12-31,2013-05-08
370 B,2011-07-31,TO,TRANSFER,North Energy ASA,10.00000,NULL,20108642,18082156,9999-12-31,2013-05-08
371 S,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,100.00000,NULL,3810996,4524355,9999-12-31,2013-05-08
371 S,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,100.00000,NULL,3810996,4511658,9999-12-31,2013-05-08
371 S,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,100.00000,NULL,3810996,430,9999-12-31,2013-05-08
371 S,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,100.00000,NULL,3810996,4524355,9999-12-31,2013-05-08
372 BS,2009-01-17,FROM,CHANGE OF COMPANY NAME,Revus Energy ASA,30.00000,NULL,3987486,3431773,9999-12-31,2013-05-08
372 BS,2009-01-17,TO,CHANGE OF COMPANY NAME,Wintershall Norge ASA,30.00000,NULL,3987486,5442509,9999-12-31,2013-05-08
372 S,2009-01-17,FROM,CHANGE OF COMPANY NAME,Revus Energy ASA,30.00000,NULL,3811092,3431773,9999-12-31,2013-05-08
372 S,2009-01-17,TO,CHANGE OF COMPANY NAME,Wintershall Norge ASA,30.00000,NULL,3811092,5442509,9999-12-31,2013-05-08
373 S,2012-03-24,FROM,CHANGE OF COMPANY NAME,Wintershall Norge ASA,20.00000,NULL,3811116,5442509,9999-12-31,2013-05-08
373 S,2012-03-24,TO,CHANGE OF COMPANY NAME,Wintershall Norge AS,20.00000,NULL,3811116,21666830,9999-12-31,2013-05-08
373 S,2009-01-17,FROM,CHANGE OF COMPANY NAME,Revus Energy ASA,20.00000,NULL,3811116,3431773,9999-12-31,2013-05-08
373 S,2009-01-17,TO,CHANGE OF COMPANY NAME,Wintershall Norge ASA,20.00000,NULL,3811116,5442509,9999-12-31,2013-05-08
374 S,2012-03-24,FROM,CHANGE OF COMPANY NAME,Wintershall Norge ASA,20.00000,NULL,3811171,5442509,9999-12-31,2013-05-08
374 S,2012-03-24,TO,CHANGE OF COMPANY NAME,Wintershall Norge AS,20.00000,NULL,3811171,21666830,9999-12-31,2013-05-08
374 S,2009-01-17,FROM,CHANGE OF COMPANY NAME,Revus Energy ASA,20.00000,NULL,3811171,3431773,9999-12-31,2013-05-08
374 S,2009-01-17,TO,CHANGE OF COMPANY NAME,Wintershall Norge ASA,20.00000,NULL,3811171,5442509,9999-12-31,2013-05-08
375,2012-03-24,FROM,CHANGE OF COMPANY NAME,Wintershall Norge ASA,15.00000,NULL,3811214,5442509,9999-12-31,2013-05-08
375,2012-03-24,TO,CHANGE OF COMPANY NAME,Wintershall Norge AS,15.00000,NULL,3811214,21666830,9999-12-31,2013-05-08
375,2011-02-28,FROM,CHANGE OF COMPANY NAME,Petro-Canada Norge AS,65.00000,NULL,3811214,3960945,9999-12-31,2013-05-08
375,2011-02-28,TO,CHANGE OF COMPANY NAME,Suncor Energy Norge AS,65.00000,NULL,3811214,20426420,9999-12-31,2013-05-08
375,2010-11-30,FROM,TRANSFER,Spring Energy Norway AS,20.00000,NULL,3811214,5072514,9999-12-31,2013-05-08
375,2010-11-30,TO,TRANSFER,Talisman Energy Norge AS,20.00000,NULL,3811214,2425093,9999-12-31,2013-05-08
375,2010-09-30,FROM,TRANSFER,Wintershall Norge ASA,5.00000,NULL,3811214,5442509,9999-12-31,2013-05-08
375,2010-09-30,TO,TRANSFER,Spring Energy Norway AS,5.00000,NULL,3811214,5072514,9999-12-31,2013-05-08
375,2010-01-01,FROM,TRANSFER,Wintershall Norge ASA,15.00000,NULL,3811214,5442509,9999-12-31,2013-05-08
375,2010-01-01,TO,TRANSFER,Spring Energy Norway AS,15.00000,NULL,3811214,5072514,9999-12-31,2013-05-08
375,2009-01-17,FROM,CHANGE OF COMPANY NAME,Revus Energy ASA,35.00000,NULL,3811214,3431773,9999-12-31,2013-05-08
375,2009-01-17,TO,CHANGE OF COMPANY NAME,Wintershall Norge ASA,35.00000,NULL,3811214,5442509,9999-12-31,2013-05-08
375,2008-01-06,FROM,TRANSFER,Premier Oil Norge AS,30.00000,NULL,3811214,3482067,9999-12-31,2013-05-08
375,2008-01-06,TO,TRANSFER,Revus Energy ASA,15.00000,NULL,3811214,3431773,9999-12-31,2013-05-08
375,2008-01-06,TO,TRANSFER,Petro-Canada Norge AS,15.00000,NULL,3811214,3960945,9999-12-31,2013-05-08
375,2006-03-21,FROM,CHANGE OF COMPANY NAME,Petro-Canada UK Limited,50.00000,NULL,3811214,3437846,9999-12-31,2013-05-08
375,2006-03-21,TO,CHANGE OF COMPANY NAME,Petro-Canada Norge AS,50.00000,NULL,3811214,3960945,9999-12-31,2013-05-08
375 B,2012-03-24,FROM,CHANGE OF COMPANY NAME,Wintershall Norge ASA,15.00000,NULL,20108600,5442509,9999-12-31,2013-05-08
375 B,2012-03-24,TO,CHANGE OF COMPANY NAME,Wintershall Norge AS,15.00000,NULL,20108600,21666830,9999-12-31,2013-05-08
375 B,2011-02-28,FROM,CHANGE OF COMPANY NAME,Petro-Canada Norge AS,65.00000,NULL,20108600,3960945,9999-12-31,2013-05-08
375 B,2011-02-28,TO,CHANGE OF COMPANY NAME,Suncor Energy Norge AS,65.00000,NULL,20108600,20426420,9999-12-31,2013-05-08
375 C,2012-03-24,FROM,CHANGE OF COMPANY NAME,Wintershall Norge ASA,15.00000,NULL,21569065,5442509,9999-12-31,2013-05-08
375 C,2012-03-24,TO,CHANGE OF COMPANY NAME,Wintershall Norge AS,15.00000,NULL,21569065,21666830,9999-12-31,2013-05-08
376,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,60.00000,NULL,3811255,4511658,9999-12-31,2013-05-08
376,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,60.00000,NULL,3811255,17237817,9999-12-31,2013-05-08
376,2009-01-02,FROM,TRANSFER,StatoilHydro ASA,60.00000,NULL,3811255,4511854,9999-12-31,2013-05-08
376,2009-01-02,TO,TRANSFER,StatoilHydro Petroleum AS,60.00000,NULL,3811255,4511658,9999-12-31,2013-05-08
376,2009-01-01,FROM,CHANGE OF COMPANY NAME,Gaz de France Norge AS,20.00000,NULL,3811255,1628733,9999-12-31,2013-05-08
376,2009-01-01,TO,CHANGE OF COMPANY NAME,GDF SUEZ E&P Norge AS,20.00000,NULL,3811255,5267845,9999-12-31,2013-05-08
